,Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain
1306,Bachelors,2017,Bangalore,3,25,Male,No,3
2237,Bachelors,2015,Bangalore,3,30,Male,No,1
3302,Bachelors,2016,Bangalore,1,39,Male,No,2
2038,Bachelors,2014,Bangalore,3,29,Male,No,1
1529,Bachelors,2015,Pune,2,28,Female,Yes,2
1663,Masters,2014,New Delhi,3,25,Female,No,3
4590,Bachelors,2017,Bangalore,3,36,Male,No,4
4608,Bachelors,2015,Bangalore,3,39,Male,No,2
3627,Bachelors,2012,Bangalore,3,40,Male,No,4
2693,Bachelors,2015,Bangalore,3,30,Male,No,4
3060,Masters,2017,New Delhi,2,35,Male,Yes,2
1597,Bachelors,2015,Pune,2,28,Female,No,5
2729,Bachelors,2018,Bangalore,2,28,Female,No,3
2625,Bachelors,2015,Pune,2,28,Female,No,0
3157,Masters,2016,New Delhi,3,32,Male,No,1
3314,Bachelors,2017,Pune,3,36,Female,No,0
1722,Masters,2017,Pune,2,25,Male,No,3
1059,Bachelors,2014,Bangalore,3,26,Female,No,4
3242,Bachelors,2014,Bangalore,3,34,Male,No,3
1678,Bachelors,2017,New Delhi,3,25,Female,No,3
1757,PHD,2014,Bangalore,3,28,Female,No,0
4191,Bachelors,2012,Pune,3,24,Male,Yes,2
563,Bachelors,2012,Bangalore,3,25,Male,No,3
2790,Bachelors,2013,Bangalore,3,30,Female,No,5
863,Bachelors,2013,Pune,3,26,Male,No,4
1484,Bachelors,2014,Bangalore,3,27,Male,Yes,5
206,Bachelors,2017,Bangalore,3,25,Male,No,3
4488,Bachelors,2018,Bangalore,3,40,Female,No,4
870,Bachelors,2012,New Delhi,3,26,Female,Yes,4
4493,Bachelors,2014,Bangalore,3,39,Male,No,0
502,Bachelors,2012,Bangalore,3,25,Male,Yes,3
1028,Masters,2018,New Delhi,3,25,Female,No,3
3840,Bachelors,2016,Bangalore,3,37,Female,No,4
2690,Bachelors,2018,Bangalore,3,29,Male,Yes,2
1570,Bachelors,2013,Bangalore,1,24,Male,No,2
2773,Bachelors,2014,New Delhi,3,27,Male,No,5
2731,Bachelors,2014,Bangalore,3,27,Male,No,5
804,Bachelors,2013,Pune,3,27,Male,No,5
3645,Bachelors,2015,Bangalore,3,38,Male,No,1
2454,Bachelors,2017,Pune,3,26,Female,No,4
3104,Bachelors,2014,Bangalore,3,32,Male,No,4
200,Bachelors,2014,Pune,2,25,Female,No,3
3099,Masters,2018,New Delhi,3,40,Male,No,2
2278,Masters,2014,New Delhi,3,29,Male,No,2
3561,Bachelors,2014,Bangalore,3,37,Male,No,5
4474,Bachelors,2012,Bangalore,3,25,Male,No,3
4514,Masters,2018,New Delhi,3,33,Female,No,2
391,Bachelors,2018,Bangalore,3,28,Male,Yes,3
1495,Bachelors,2015,Pune,3,27,Female,No,5
2695,Bachelors,2016,Bangalore,3,26,Male,No,4
2027,Masters,2017,Pune,2,30,Female,No,2
2568,Bachelors,2017,Bangalore,1,28,Female,No,0
64,Bachelors,2016,Bangalore,3,34,Male,No,4
3884,Bachelors,2015,Pune,3,32,Female,No,3
2062,Masters,2013,New Delhi,3,26,Female,No,4
492,Bachelors,2017,Bangalore,3,24,Female,No,2
379,Bachelors,2014,Bangalore,3,24,Male,No,2
3993,Bachelors,2012,Bangalore,3,22,Male,No,0
1076,Masters,2012,New Delhi,3,28,Male,Yes,2
878,Bachelors,2017,Bangalore,2,27,Male,No,5
337,Bachelors,2013,Bangalore,3,24,Male,Yes,2
1016,Bachelors,2014,Bangalore,3,25,Female,No,3
1275,Masters,2015,New Delhi,2,26,Female,No,4
3798,Masters,2017,New Delhi,1,35,Male,No,5
4551,Masters,2017,New Delhi,2,25,Female,No,3
3342,Bachelors,2017,Bangalore,3,36,Female,No,3
995,Bachelors,2012,Bangalore,3,26,Male,No,4
1981,Bachelors,2017,Bangalore,1,24,Male,No,2
4297,Bachelors,2013,Bangalore,3,26,Female,No,4
161,Bachelors,2013,Bangalore,3,26,Female,No,4
1500,Bachelors,2016,Bangalore,3,28,Male,No,2
3843,Bachelors,2016,Pune,3,36,Male,No,0
2613,Bachelors,2014,Pune,2,29,Female,No,1
3461,Bachelors,2016,Bangalore,3,37,Male,No,0
1021,Bachelors,2015,Bangalore,3,27,Male,No,5
3073,Bachelors,2017,Bangalore,3,32,Male,No,1
3943,Bachelors,2014,Bangalore,3,34,Male,No,0
1585,Bachelors,2015,Pune,1,24,Female,No,2
1955,Bachelors,2014,Bangalore,3,28,Male,No,2
3152,Bachelors,2012,Bangalore,3,33,Female,Yes,0
34,Bachelors,2017,Pune,2,37,Female,No,0
4014,Masters,2017,New Delhi,2,31,Female,No,2
775,Bachelors,2013,Bangalore,1,28,Female,No,2
2556,Bachelors,2015,Pune,2,26,Female,No,4
1478,Bachelors,2014,Bangalore,3,27,Female,No,5
1363,Bachelors,2014,Pune,3,26,Male,No,4
2612,Bachelors,2017,New Delhi,3,26,Female,No,4
2824,Masters,2012,Pune,3,26,Male,No,4
2041,Masters,2017,New Delhi,2,29,Female,No,2
241,Bachelors,2017,New Delhi,3,24,Male,No,2
2061,Bachelors,2017,Bangalore,3,28,Female,No,2
2363,Bachelors,2016,Pune,3,28,Male,No,2
600,Bachelors,2017,New Delhi,2,27,Male,No,5
2435,Bachelors,2013,Pune,2,27,Female,No,5
2888,Bachelors,2013,Pune,3,27,Male,No,5
646,Bachelors,2018,Bangalore,3,24,Female,No,2
3890,Bachelors,2017,Bangalore,3,41,Male,No,5
3556,Masters,2018,New Delhi,3,31,Female,Yes,2
3202,Bachelors,2015,Pune,3,34,Male,No,4
1528,Bachelors,2014,Pune,2,25,Female,No,3
1267,Bachelors,2015,Pune,2,28,Female,Yes,2
1899,Masters,2015,New Delhi,3,26,Male,No,4
3005,Bachelors,2018,Bangalore,3,35,Female,Yes,5
2734,Bachelors,2012,Bangalore,3,26,Female,No,4
189,Bachelors,2013,Bangalore,2,27,Male,No,5
1806,Bachelors,2014,Bangalore,3,28,Male,No,3
975,PHD,2016,Pune,1,25,Female,No,3
2747,Bachelors,2012,Bangalore,3,26,Female,No,4
2047,Bachelors,2016,New Delhi,3,28,Female,No,2
2558,Masters,2015,Bangalore,3,28,Male,No,0
1082,Bachelors,2012,Bangalore,3,28,Male,No,5
474,Bachelors,2015,Pune,2,28,Female,No,1
2904,Masters,2016,New Delhi,3,29,Female,No,1
4117,Bachelors,2017,Bangalore,3,36,Female,No,3
3385,Bachelors,2017,Bangalore,3,34,Female,Yes,1
4555,Bachelors,2015,New Delhi,3,23,Female,No,1
1184,Masters,2015,New Delhi,3,28,Male,No,2
2433,Masters,2018,New Delhi,1,26,Female,No,4
2391,Bachelors,2013,Pune,2,26,Male,No,4
769,Bachelors,2015,New Delhi,3,25,Female,No,3
1685,Bachelors,2014,Pune,3,25,Male,No,3
130,Bachelors,2017,Bangalore,3,26,Female,No,4
2919,Bachelors,2014,Bangalore,3,26,Male,No,4
3171,Bachelors,2012,Bangalore,3,41,Female,No,5
3444,Bachelors,2014,New Delhi,3,40,Female,No,3
4426,Bachelors,2014,Bangalore,3,32,Male,No,1
466,Bachelors,2013,Bangalore,3,26,Male,Yes,4
3092,Bachelors,2016,Bangalore,3,39,Female,No,1
3772,Bachelors,2015,Bangalore,3,41,Male,No,1
860,Bachelors,2015,Bangalore,3,27,Male,No,5
